customer_id,company_name,industry,tier,mrr,churn_probability,risk_tier,login_freq_monthly,support_tickets_monthly,nps_score,qbr_completed,seat_utilisation,days_since_engagement
CUST-0225,Orbit Inc,E-Commerce / DTC,Growth,3011.16,0.10165555029656846,Green — Healthy,26,0,10.0,True,0.79,13
CUST-0017,Faro Group,SaaS / Tech,Starter,1449.25,0.10129407087146036,Green — Healthy,28,0,7.9,True,0.67,1
CUST-0134,Glen Group,E-Commerce / DTC,Growth,3179.58,0.09966300430208883,Green — Healthy,24,0,9.2,True,0.86,14
CUST-0390,Apex Media,Media & Entertainment,Scale,9606.39,0.09944556656482278,Green — Healthy,23,0,7.9,True,0.85,7
CUST-0367,Apex HQ,Media & Entertainment,Starter,1265.83,0.09912700321357802,Green — Healthy,21,1,8.5,True,0.88,1
CUST-0181,Prism Labs,Healthcare,Scale,5364.83,0.09880396212416812,Green — Healthy,27,0,8.8,True,0.78,13
CUST-0469,Cedar Ventures,Financial Services,Growth,3921.59,0.09842558785403144,Green — Healthy,25,2,8.5,True,0.85,13
CUST-0178,Drift IO,Healthcare,Starter,1360.98,0.0979848804611858,Green — Healthy,26,1,9.6,True,0.75,1
CUST-0295,Forge Media,Healthcare,Growth,4596.03,0.09777454869561136,Green — Healthy,22,1,8.8,True,0.94,13
CUST-0099,Lumis Ventures,Healthcare,Growth,1739.75,0.09732622180168493,Green — Healthy,22,2,9.7,True,0.85,6
CUST-0271,Sable Inc,SaaS / Tech,Scale,10856.77,0.09645314918603644,Green — Healthy,23,3,7.9,True,0.91,14
CUST-0470,Orbit Inc,Education,Growth,2291.46,0.09551873251750226,Green — Healthy,23,0,9.7,True,0.8,2
CUST-0113,Solus Studio,Professional Services,Growth,2641.56,0.09513356659597555,Green — Healthy,24,2,7.6,True,0.92,10
CUST-0157,Pulse Co,SaaS / Tech,Starter,864.41,0.09484819236972934,Green — Healthy,36,1,9.8,True,0.5,1
CUST-0310,Lumis Solutions,Healthcare,Scale,13044.7,0.09455014241338588,Green — Healthy,22,1,9.3,True,0.8,8
CUST-0441,Drift Solutions,Education,Starter,1298.59,0.09436712703997384,Green — Healthy,35,0,8.4,True,0.6,7
CUST-0120,Faro Solutions,Financial Services,Growth,3930.28,0.09405073437438534,Green — Healthy,33,4,7.8,True,0.75,10
CUST-0430,Pulse Labs,Financial Services,Growth,3077.97,0.09269555618731296,Green — Healthy,26,4,9.5,True,0.81,9
CUST-0463,Vanta Digital,SaaS / Tech,Starter,538.0,0.09251869022370957,Green — Healthy,32,2,8.3,True,0.67,1
CUST-0158,Cedar Inc,Healthcare,Scale,7465.81,0.08953913389292335,Green — Healthy,24,0,10.0,True,0.79,3
CUST-0014,Flux Ventures,Financial Services,Starter,1253.57,0.088800205527421,Green — Healthy,30,0,8.8,True,0.75,7
CUST-0209,Vanta Ventures,Media & Entertainment,Enterprise,24772.18,0.08861419462453717,Green — Healthy,22,2,9.0,True,0.82,9
CUST-0067,Pulse Labs,Financial Services,Scale,9550.14,0.08633589598463687,Green — Healthy,22,4,9.6,True,0.9,7
CUST-0482,Bloom Partners,Logistics,Scale,5073.21,0.08625153641133616,Green — Healthy,36,2,7.3,True,0.75,14
CUST-0179,Cedar Systems,Logistics,Growth,4722.37,0.08598664948360897,Green — Healthy,32,1,9.7,True,0.74,13
CUST-0403,Wren Systems,Professional Services,Growth,4867.48,0.08549419207416568,Green — Healthy,31,1,8.5,True,0.8,13
CUST-0247,Vanta Media,Financial Services,Growth,2356.72,0.08452876387294882,Green — Healthy,26,0,9.9,True,0.92,12
CUST-0464,Solus Ventures,Education,Growth,1761.43,0.08438781290817171,Green — Healthy,21,2,9.2,True,0.96,1
CUST-0296,Ridge HQ,Healthcare,Growth,2550.22,0.08416381485963711,Green — Healthy,27,0,7.6,True,0.88,6
CUST-0022,Glen Digital,Financial Services,Growth,2089.22,0.08393240750787469,Green — Healthy,27,2,7.5,True,0.92,5
CUST-0098,Halo Works,Financial Services,Growth,1791.94,0.08365245972350029,Green — Healthy,30,2,8.7,True,0.89,11
CUST-0359,Vanta Digital,E-Commerce / DTC,Starter,1353.78,0.08323949883310312,Green — Healthy,29,2,8.1,True,0.86,5
CUST-0332,Cedar Works,E-Commerce / DTC,Growth,3477.31,0.08281618074454783,Green — Healthy,36,6,7.3,True,0.73,5
CUST-0480,Glen Studio,Education,Scale,11362.63,0.08272292403342882,Green — Healthy,25,0,10.0,True,0.88,9
CUST-0316,Tide Group,Logistics,Starter,723.64,0.08223223987846791,Green — Healthy,35,0,8.5,True,0.75,11
CUST-0277,Ridge Systems,Healthcare,Growth,3621.24,0.0819839961595641,Green — Healthy,23,2,8.7,True,0.94,3
CUST-0253,Forge Ventures,SaaS / Tech,Scale,8012.21,0.08136139048365289,Green — Healthy,22,1,7.5,False,0.96,10
CUST-0243,Vanta HQ,Education,Starter,1187.73,0.08126104065690462,Green — Healthy,37,3,7.8,True,0.8,14
CUST-0325,Vanta Digital,Professional Services,Growth,4072.59,0.08117022440857338,Green — Healthy,31,0,8.5,True,0.78,3
CUST-0294,Nova Studio,Professional Services,Growth,2878.97,0.08082338694390884,Green — Healthy,22,0,10.0,True,0.92,3
CUST-0121,Helix Group,Media & Entertainment,Growth,2727.27,0.08068137641300425,Green — Healthy,31,1,8.0,True,0.91,14
CUST-0103,Pulse IO,Healthcare,Scale,10046.29,0.07973489187376231,Green — Healthy,33,1,8.1,True,0.76,13
CUST-0192,Echo Solutions,Logistics,Enterprise,42286.71,0.0793747658683283,Green — Healthy,21,0,9.0,True,0.81,7
CUST-0229,Cove Ventures,E-Commerce / DTC,Growth,4622.01,0.07844701968132735,Green — Healthy,34,1,8.4,True,0.75,6
CUST-0312,Solus Media,Professional Services,Starter,1455.91,0.07837888133497377,Green — Healthy,32,0,8.5,True,0.75,2
CUST-0188,Zara Inc,Healthcare,Scale,13706.83,0.07812128778646282,Green — Healthy,28,0,8.2,True,0.93,14
CUST-0010,Dune IO,Media & Entertainment,Scale,8612.51,0.07795045062472969,Green — Healthy,27,0,7.6,True,0.95,10
CUST-0399,Wren Ventures,Professional Services,Scale,14980.69,0.07783742933751407,Green — Healthy,23,2,7.4,True,0.98,4
CUST-0280,Zara Solutions,SaaS / Tech,Scale,10115.45,0.07729513979633655,Green — Healthy,23,1,9.7,True,0.92,3
CUST-0375,Tide Partners,Media & Entertainment,Growth,1595.84,0.07710370826302637,Green — Healthy,29,2,8.3,True,0.9,4
CUST-0307,Zara Labs,SaaS / Tech,Growth,2102.19,0.07697849472988307,Green — Healthy,26,0,9.8,True,0.92,5
CUST-0287,Sable Media,Professional Services,Growth,3244.74,0.07652060620444322,Green — Healthy,37,4,7.2,True,0.85,14
CUST-0266,Nexus Labs,Education,Scale,14941.58,0.07447298714231833,Green — Healthy,31,3,9.2,True,0.79,10
CUST-0434,Ridge HQ,Media & Entertainment,Scale,9827.59,0.0732826415472831,Green — Healthy,33,0,8.6,True,0.74,3
CUST-0043,Faro Systems,SaaS / Tech,Starter,1270.69,0.07325324474098915,Green — Healthy,32,2,9.9,True,0.83,4
CUST-0023,Faro Ventures,Media & Entertainment,Enterprise,28039.91,0.0730784540133456,Green — Healthy,29,1,7.4,True,0.8,5
CUST-0330,Vanta Studio,Financial Services,Growth,2893.88,0.0727402147583119,Green — Healthy,29,0,10.0,True,0.88,4
CUST-0336,Nova HQ,Healthcare,Growth,2722.21,0.07253620527383231,Green — Healthy,36,0,9.0,True,0.78,14
CUST-0016,Prism Systems,SaaS / Tech,Starter,861.24,0.07240714778678664,Green — Healthy,37,0,8.9,True,0.75,5
CUST-0092,Helix Group,Logistics,Growth,3365.03,0.07155799067822013,Green — Healthy,32,1,10.0,True,0.86,7
CUST-0054,Lumis IO,Healthcare,Scale,13276.29,0.0712185226941252,Green — Healthy,22,1,9.8,True,0.94,1
CUST-0492,Bloom Media,Media & Entertainment,Growth,4235.7,0.07082462201454293,Green — Healthy,37,0,6.4,True,0.79,2
CUST-0172,Cove Systems,Education,Scale,10009.19,0.07047778368325741,Green — Healthy,31,1,9.7,True,0.88,12
CUST-0087,Bloom Co,Professional Services,Scale,13516.35,0.07025232394869035,Green — Healthy,27,2,8.4,True,0.96,4
CUST-0416,Solus Group,Financial Services,Starter,1073.05,0.06999759559826674,Green — Healthy,37,2,8.5,True,0.75,2
CUST-0124,Nexus Inc,Education,Scale,9907.65,0.06989835426913873,Green — Healthy,29,1,9.6,True,0.83,3
CUST-0276,Faro Inc,E-Commerce / DTC,Scale,5143.37,0.06895528530978774,Green — Healthy,29,1,9.2,True,0.98,13
CUST-0237,Solus Group,Healthcare,Scale,11169.08,0.06883424363165637,Green — Healthy,32,1,7.5,True,0.91,7
CUST-0319,Forge Partners,Financial Services,Growth,3530.9,0.06879380981644131,Green — Healthy,33,4,9.8,True,0.89,8
CUST-0398,Solus Ventures,Logistics,Growth,2254.92,0.06859512775409532,Green — Healthy,37,4,9.4,True,0.79,4
CUST-0297,Crest Inc,Professional Services,Scale,12247.69,0.06732328941991758,Green — Healthy,29,0,8.5,True,0.93,9
CUST-0072,Kova Ventures,Financial Services,Starter,1189.76,0.0669668763976482,Green — Healthy,40,0,9.9,True,0.67,6
CUST-0328,Prism Digital,SaaS / Tech,Growth,1668.31,0.06684348108479674,Green — Healthy,38,0,8.7,True,0.8,9
CUST-0194,Faro Digital,Healthcare,Scale,9729.35,0.06644098433957311,Green — Healthy,32,0,8.5,True,0.89,6
CUST-0262,Pulse Studio,E-Commerce / DTC,Enterprise,24063.23,0.0657945072124568,Green — Healthy,34,0,8.4,True,0.75,3
CUST-0212,Drift Studio,Media & Entertainment,Growth,3049.12,0.06551817859921841,Green — Healthy,37,1,9.5,True,0.78,7
CUST-0370,Glen Systems,Professional Services,Enterprise,29032.28,0.06494330835973736,Green — Healthy,22,1,9.4,True,0.93,1
CUST-0385,Tide Studio,Media & Entertainment,Scale,7590.96,0.06447546870892935,Green — Healthy,37,0,8.8,True,0.8,4
CUST-0459,Flux Digital,Media & Entertainment,Enterprise,19601.2,0.06422673590624628,Green — Healthy,30,6,7.3,True,0.99,12
CUST-0338,Lumis Inc,SaaS / Tech,Growth,2927.07,0.06347607381593207,Green — Healthy,31,0,8.7,True,0.94,5
CUST-0288,Peak HQ,Healthcare,Growth,2678.78,0.06340937079756992,Green — Healthy,37,1,9.5,True,0.82,6
CUST-0079,Apex Media,E-Commerce / DTC,Scale,7087.4,0.06282884335655244,Green — Healthy,32,0,8.1,True,0.95,6
CUST-0491,Drift IO,Media & Entertainment,Growth,4214.47,0.0626867313243839,Green — Healthy,34,2,9.4,True,0.94,8
CUST-0450,Cove Ventures,Media & Entertainment,Scale,8768.55,0.06267628040509515,Green — Healthy,35,2,7.0,True,0.9,8
CUST-0357,Nexus Works,Media & Entertainment,Growth,3038.46,0.06223249054280254,Green — Healthy,35,0,7.8,True,0.87,1
CUST-0418,Faro Media,SaaS / Tech,Growth,2674.74,0.06094717805302817,Green — Healthy,36,0,8.2,True,0.94,9
CUST-0461,Nexus Media,Education,Enterprise,31951.11,0.06010164156815553,Green — Healthy,29,1,8.1,False,0.85,12
CUST-0059,Kova Inc,E-Commerce / DTC,Scale,8049.96,0.05951282797787053,Green — Healthy,38,1,6.8,True,0.9,11
CUST-0214,Orbit Digital,SaaS / Tech,Scale,8105.2,0.05910926799911921,Green — Healthy,30,0,9.6,True,0.95,5
CUST-0224,Crest Digital,Professional Services,Growth,3912.13,0.059008280383560166,Green — Healthy,35,0,9.6,True,0.91,10
CUST-0219,Sable Digital,SaaS / Tech,Scale,11738.42,0.058542352317002284,Green — Healthy,36,2,6.9,True,0.95,10
CUST-0061,Cove Solutions,Professional Services,Enterprise,47175.0,0.056399282500554336,Green — Healthy,25,0,9.1,False,0.83,14
CUST-0187,Vanta IO,Education,Scale,7017.0,0.056076099425631895,Green — Healthy,38,2,8.0,True,0.88,1
CUST-0119,Cove Media,Logistics,Enterprise,45877.17,0.05582009280096966,Green — Healthy,32,2,8.9,True,0.76,9
CUST-0404,Cove Co,Financial Services,Enterprise,27845.04,0.05515399091822105,Green — Healthy,31,4,8.7,True,0.98,12
CUST-0068,Forge HQ,Professional Services,Scale,13609.88,0.05267734470395177,Green — Healthy,39,2,9.0,True,0.93,13
CUST-0322,Wren Systems,Professional Services,Scale,13278.72,0.05266712753970204,Green — Healthy,35,0,8.3,True,0.91,2
CUST-0133,Ridge Systems,Professional Services,Growth,3693.57,0.05210760032747045,Green — Healthy,38,1,10.0,True,0.95,12
CUST-0223,Sable Labs,SaaS / Tech,Enterprise,15001.23,0.051964664305867554,Green — Healthy,30,3,8.8,False,0.92,5
CUST-0154,Pulse Group,Financial Services,Scale,13959.43,0.0517939352755701,Green — Healthy,36,0,9.7,True,0.91,4
CUST-0238,Pulse Labs,Professional Services,Scale,6412.39,0.050433845978154326,Green — Healthy,41,2,8.0,True,0.86,1
CUST-0112,Wren Studio,SaaS / Tech,Enterprise,35616.39,0.048725595572854906,Green — Healthy,32,1,8.7,False,0.8,10
CUST-0448,Dune IO,Logistics,Enterprise,35288.41,0.04700250385996765,Green — Healthy,34,2,7.2,True,0.97,7
CUST-0285,Vanta Partners,Education,Enterprise,39621.84,0.04510959982209288,Green — Healthy,38,2,9.0,True,0.84,8
CUST-0427,Forge Systems,Media & Entertainment,Enterprise,28970.51,0.04485210351686495,Green — Healthy,38,0,7.4,True,0.89,6
CUST-0421,Flux Works,Healthcare,Enterprise,45707.09,0.04278887697345094,Green — Healthy,34,3,8.0,True,0.92,7
